,NDC Description,NADAC_Per_Unit,Effective_Date,Pricing_Unit,OTC,Classification_for_Rate_Setting,rx_name,dosage
3381942,COLACE 50 MG CAPSULE,0.25917,160323,EA,Y,B,COLACE,50 MG CAPSULE
6149216,COLACE CLEAR 50 MG SOFTGEL,0.25132,181017,EA,Y,B,COLACE CLEAR,50 MG SOFTGEL
6140849,COLACE-T 100 MG CAPSULE,0.26472,181017,EA,Y,B,COLACE-T,100 MG CAPSULE
6147939,COLCHICINE 0.6 MG CAPSULE,4.32318,181017,EA,N,G,COLCHICINE,0.6 MG CAPSULE
6151113,COLCHICINE 0.6 MG TABLET,4.76062,181017,EA,N,G,COLCHICINE,0.6 MG TABLET
6148618,COLCRYS 0.6 MG TABLET,6.49341,180822,EA,N,B,COLCRYS,0.6 MG TABLET
5458911,COLD & ALLERGY ELIXIR,0.01530,180418,ML,Y,G,COLD & ALLERGY ELIXIR,
74004,COLD & ALLERGY PE TABLET,0.14360,160420,EA,Y,G,COLD & ALLERGY PE,TABLET
3405260,COLD & ALLERGY TABLET,0.14466,160817,EA,Y,G,COLD & ALLERGY,TABLET
5229505,COLD & COUGH ELIXIR,0.01603,180117,ML,Y,G,COLD & COUGH ELIXIR,
6149522,COLD HEAD CONGESTION CAPLET,0.20039,181017,EA,Y,G,COLD HEAD CONGESTION CAPLET,
6130200,COLD MULTI-SYMPTOM CAPLET,0.08983,180523,EA,Y,G,COLD MULTI-SYMPTOM CAPLET,
6131639,COLD MULTI-SYMPTOM NIGHT LIQ,0.01785,180620,ML,Y,G,COLD MULTI-SYMPTOM NIGHT LIQ,
6069185,COLD MULTI-SYMPTOM SEVERE CPLT,0.11631,180523,EA,Y,G,COLD MULTI-SYMPTOM SEVERE CPLT,
5441768,COLD RELIEF HEAD CONGEST CPLT,0.13829,170419,EA,Y,G,COLD RELIEF HEAD CONGEST CPLT,
6151073,COLD RELIEF MULTI-SYMPTOM CPLT,0.20039,181017,EA,Y,G,COLD RELIEF MULTI-SYMPTOM CPLT,
6137653,COLD RLF HEAD CONGESTION CPLT,0.20039,181017,EA,Y,G,COLD RLF HEAD CONGESTION CPLT,
1934776,COLD SEVERE CONGESTION CAPLET,0.09880,140521,EA,Y,G,COLD SEVERE CONGESTION CAPLET,
6142798,COLD-ALLERGY ELIXIR,0.01639,181017,ML,Y,G,COLD-ALLERGY ELIXIR,
6143877,COLD-ALLERGY TABLET,0.12973,181017,EA,Y,G,COLD-ALLERGY,TABLET
6146414,COLD-COUGH ELIXIR,0.01612,181017,ML,Y,G,COLD-COUGH ELIXIR,
6129137,COLESEVELAM 625 MG TABLET,1.96032,181024,EA,N,G,COLESEVELAM,625 MG TABLET
6150579,COLESEVELAM HCL 3.75 G PACKET,14.91179,181017,EA,N,G,COLESEVELAM HCL,3.75 G PACKET
6145830,COLESTID 1 GM TABLET,1.99664,180101,EA,N,B,COLESTID,1 GM TABLET
6138667,COLESTID GRANULES PACKET,6.59199,180101,EA,N,B,COLESTID GRANULES PACKET,
6149555,COLESTIPOL HCL 1 GM TABLET,0.75073,181017,EA,N,G,COLESTIPOL HCL,1 GM TABLET
6150528,COLESTIPOL HCL GRANULES PACKET,2.61207,180822,EA,N,G,COLESTIPOL HCL GRANULES PACKET,
6142563,COLESTIPOL MICRONIZED 1 GM TAB,0.75073,181017,EA,N,G,COLESTIPOL MICRONIZED,1 GM TAB
3116129,COLISTIMETHATE 150 MG VIAL,16.89000,150617,EA,N,G,COLISTIMETHATE,150 MG VIAL
6129015,COLOCORT 100 MG ENEMA,0.07158,181017,ML,N,G,COLOCORT,100 MG ENEMA
3966395,COLY-MYCIN S EAR DROPS,7.26383,160217,ML,N,B,COLY-MYCIN S EAR DROPS,
6126796,COLY-MYCIN S OTIC SUSP DROP,20.10433,181017,ML,N,B,COLY-MYCIN S OTIC SUSP DROP,
3016959,COLYTE WITH FLAVOR PACKS,0.01203,150110,ML,N,B,COLYTE WITH FLAVOR PACKS,
6137716,COMBIGAN 0.2%-0.5% EYE DROPS,30.89864,181017,ML,N,B,COMBIGAN,0.2%-0.5% EYE DROPS
862146,COMBIGAN EYE DROPS,25.95689,160101,ML,N,B,COMBIGAN EYE DROPS,
6139396,COMBIPATCH 0.05-0.14 MG PTCH,20.90050,181017,EA,N,B,COMBIPATCH,0.05-0.14 MG PTCH
6130062,COMBIPATCH 0.05-0.25 MG PTCH,20.83375,181017,EA,N,B,COMBIPATCH,0.05-0.25 MG PTCH
2908778,COMBIVENT INHALER,14.24163,131024,GM,N,B,COMBIVENT INHALER,
6133014,COMBIVENT RESPIMAT 20-100 MCG,89.41934,181017,GM,N,B,COMBIVENT RESPIMAT,20-100 MCG
5551574,COMBIVENT RESPIMAT INHAL SPRAY,89.40273,180103,GM,N,B,COMBIVENT RESPIMAT INHAL SPRAY,
4924263,COMBIVIR TABLET,14.39480,161019,EA,N,B,COMBIVIR,TABLET
6146670,COMPLERA TABLET,86.24488,181017,EA,N,B,COMPLERA,TABLET
6053419,COMPLETE ALLERGY 12.5 MG/5 ML,0.01254,180919,ML,Y,G,COMPLETE ALLERGY,12.5 MG/5 ML
2976803,COMPLETE ALLERGY 25 MG CAP,0.03028,150520,EA,Y,G,COMPLETE ALLERGY,25 MG CAP
1269217,COMPLETE ALLERGY 25 MG TAB,0.03959,150520,EA,Y,G,COMPLETE ALLERGY,25 MG TAB
864285,COMPLETE LICE TREATMENT KIT,10.95000,140423,EA,Y,G,COMPLETE LICE TREATMENT KIT,
3011637,COMPLETE MULTIVITAMIN TAB,0.02672,130523,EA,Y,G,COMPLETE MULTIVITAMIN TAB,
5987360,COMPLETE NATAL DHA,0.34047,170920,EA,N,G,COMPLETE NATAL DHA,
6147837,COMPLETE TABLET CHEW,0.21453,181017,EA,Y,G,COMPLETE,TABLET CHEW
3050263,COMPOUND BENZOIN TINCTURE,0.07684,130718,ML,Y,G,COMPOUND BENZOIN TINCTURE,
6139479,COMPRO 25 MG SUPPOSITORY,8.01653,181017,EA,N,G,COMPRO,25 MG SUPPOSITORY
6141635,COMTAN 200 MG TABLET,7.33109,180103,EA,N,B,COMTAN,200 MG TABLET
3031502,COMTREX COLD & COUGH CAPLET,0.33445,140219,EA,Y,B,COMTREX COLD & COUGH CAPLET,
6133722,CONCEPT DHA CAPSULE,0.98134,180718,EA,N,B,CONCEPT DHA CAPSULE,
3068550,CONCEPT OB CAPSULE,0.89018,141215,EA,N,B,CONCEPT OB CAPSULE,
6127284,CONCERTA ER 18 MG TABLET,10.43335,180117,EA,N,B,CONCERTA ER,18 MG TABLET
6127631,CONCERTA ER 27 MG TABLET,10.64458,181017,EA,N,B,CONCERTA ER,27 MG TABLET
6126550,CONCERTA ER 36 MG TABLET,11.02470,180117,EA,N,B,CONCERTA ER,36 MG TABLET
6142671,CONCERTA ER 54 MG TABLET,12.03240,180117,EA,N,B,CONCERTA ER,54 MG TABLET
6128186,CONDYLOX 0.5% GEL,165.29285,180613,GM,N,B,CONDYLOX,0.5% GEL
1671692,CONGEST-EZE PE 10-400 MG CPLT,0.07714,131218,EA,Y,G,CONGEST-EZE PE,10-400 MG CPLT
5761730,CONGESTAC TABLET,0.38525,170719,EA,Y,G,CONGESTAC,TABLET
6147768,CONSTULOSE 10 GM/15 ML SOLN,0.01173,181017,ML,N,G,CONSTULOSE,10 GM/15 ML SOLN
6129771,CONTRAVE ER 8-90 MG TABLET,2.22236,180329,EA,N,B,CONTRAVE ER,8-90 MG TABLET
3844210,CONZIP 100 MG CAPSULE,8.90959,160108,EA,N,B,CONZIP,100 MG CAPSULE
3835323,CONZIP 200 MG CAPSULE,11.52158,160108,EA,N,B,CONZIP,200 MG CAPSULE
3014859,COPAXONE 20 MG INJECTION KIT,"5,406.02218",140822,EA,N,B,COPAXONE,20 MG INJECTION KIT
6140130,COPAXONE 20 MG/ML SYRINGE,230.77340,180418,ML,N,B,COPAXONE,20 MG/ML SYRINGE
6139216,COPAXONE 40 MG/ML SYRINGE,463.58045,181017,ML,N,B,COPAXONE,40 MG/ML SYRINGE
6139783,COREG 12.5 MG TABLET,4.64436,180101,EA,N,B,COREG,12.5 MG TABLET
6131950,COREG 25 MG TABLET,4.60648,180101,EA,N,B,COREG,25 MG TABLET
6142749,COREG 3.125 MG TABLET,4.67886,180101,EA,N,B,COREG,3.125 MG TABLET
6127490,COREG 6.25 MG TABLET,4.60085,180101,EA,N,B,COREG,6.25 MG TABLET
6146504,COREG CR 10 MG CAPSULE,8.81840,180822,EA,N,B,COREG CR,10 MG CAPSULE
6136692,COREG CR 20 MG CAPSULE,8.85793,180620,EA,N,B,COREG CR,20 MG CAPSULE
6130314,COREG CR 40 MG CAPSULE,8.88684,180620,EA,N,B,COREG CR,40 MG CAPSULE
6144911,COREG CR 80 MG CAPSULE,8.80369,171122,EA,N,B,COREG CR,80 MG CAPSULE
3000787,CORFEN-DM LIQUID,0.04846,140723,ML,Y,G,CORFEN-DM LIQUID,
3015877,CORICIDIN HBP COLD & FLU TAB,0.24741,141217,EA,Y,B,CORICIDIN HBP COLD & FLU TAB,
2950676,CORICIDIN HBP COLD-MULTI SYMPT,0.01231,140618,ML,Y,B,CORICIDIN HBP COLD-MULTI SYMPT,
2984049,CORICIDIN HBP COUGH & COLD TAB,0.27758,141119,EA,Y,B,CORICIDIN HBP COUGH & COLD TAB,
2799963,CORICIDIN HBP SOFTGEL,0.22670,141119,EA,Y,B,CORICIDIN HBP SOFTGEL,
2610173,CORICIDIN HBP TABLET,0.21938,131218,EA,Y,B,CORICIDIN HBP,TABLET
6139828,CORLANOR 5 MG TABLET,6.87378,180418,EA,N,B,CORLANOR,5 MG TABLET
6147426,CORLANOR 7.5 MG TABLET,6.87637,180117,EA,N,B,CORLANOR,7.5 MG TABLET
538617,CORMAX 0.05% SOLUTION,2.00300,151118,ML,N,G,CORMAX,0.05% SOLUTION
6135892,CORTEF 10 MG TABLET,1.60659,180101,EA,N,B,CORTEF,10 MG TABLET
6141750,CORTEF 5 MG TABLET,0.94343,181017,EA,N,B,CORTEF,5 MG TABLET
5993215,CORTIFOAM 10% AEROSOL,25.59043,170928,GM,N,B,CORTIFOAM,10% AEROSOL
2945587,CORTISONE 25 MG TABLET,2.43663,150218,EA,N,G,CORTISONE,25 MG TABLET
6131736,CORTISPORIN CREAM,15.11833,180101,GM,N,B,CORTISPORIN CREAM,
6128620,CORTISPORIN OINTMENT,10.16069,180101,GM,N,B,CORTISPORIN OINTMENT,
3090122,CORTISPORIN-TC EAR SUSP,16.31943,160420,ML,N,B,CORTISPORIN-TC EAR SUSP,
5271078,CORTISPORIN-TC EAR SUSPENSION,20.34465,180105,ML,N,B,CORTISPORIN-TC EAR SUSPENSION,
3049784,CORVITA 150 TABLET,0.94886,130418,EA,N,G,CORVITA,150 TABLET
3021094,CORVITA TABLET,0.47052,130523,EA,N,G,CORVITA,TABLET
3828647,CORVITE FE TABLET,4.15067,160108,EA,N,B,CORVITE FE,TABLET
6140081,COSENTYX (150 MG/ML) 300 MG DOSE-2 PENS,"2,283.29688",180815,ML,N,B,COSENTYX (150 MG/ML),300 MG DOSE-2 PENS
6148516,COSOPT EYE DROPS,20.13538,180316,ML,N,B,COSOPT EYE DROPS,
6136667,COSOPT PF EYE DROPS,2.64445,180418,EA,N,B,COSOPT PF EYE DROPS,
6144425,COTEMPLA XR-ODT 17.3 MG TABLET,10.94647,180807,EA,N,B,COTEMPLA XR-ODT,17.3 MG TABLET
6150818,COTEMPLA XR-ODT 25.9 MG TABLET,10.96348,180807,EA,N,B,COTEMPLA XR-ODT,25.9 MG TABLET
6144040,COTEMPLA XR-ODT 8.6 MG TABLET,10.94711,181017,EA,N,B,COTEMPLA XR-ODT,8.6 MG TABLET
4693456,COUGH & COLD TABLET,0.08241,170719,EA,Y,G,COUGH & COLD,TABLET
6143939,COUGH DM ER 30 MG/5 ML SUSP,0.05571,181017,ML,Y,G,COUGH DM ER,30 MG/5 ML SUSP
2367023,COUGH DROPS,0.02456,150218,EA,Y,G,COUGH DROPS,
6136448,COUGH DROPS 5.4 MG,0.02434,181017,EA,Y,G,COUGH DROPS,5.4 MG
6150837,COUGH DROPS 5.8 MG,0.03012,181017,EA,Y,G,COUGH DROPS,5.8 MG
6139573,COUGH DROPS 7.6 MG,0.03640,180321,EA,Y,G,COUGH DROPS,7.6 MG
6131690,COUGH RELIEF LIQUID,0.01659,180523,ML,Y,G,COUGH RELIEF LIQUID,
6129000,COUGH SYRUP,0.01412,181017,ML,Y,G,COUGH SYRUP,
4748856,COUGH SYRUP 100 MG/5 ML,0.01239,170920,ML,Y,G,COUGH SYRUP,100 MG/5 ML
6141348,COUGH SYRUP 200 MG/10 ML,0.01245,181017,ML,Y,G,COUGH SYRUP,200 MG/10 ML
6143025,COUGH-COLD TABLET,0.09259,180718,EA,Y,G,COUGH-COLD,TABLET
5827124,COUGHTAB 200 MG TABLET,0.04459,180718,EA,Y,G,COUGHTAB,200 MG TABLET
5578742,COUGHTAB 400 MG TABLET,0.06388,180523,EA,Y,G,COUGHTAB,400 MG TABLET
6139646,COUMADIN 1 MG TABLET,1.98120,180822,EA,N,B,COUMADIN,1 MG TABLET
6147464,COUMADIN 10 MG TABLET,3.04705,180101,EA,N,B,COUMADIN,10 MG TABLET
6151058,COUMADIN 2 MG TABLET,2.07468,180620,EA,N,B,COUMADIN,2 MG TABLET
6146227,COUMADIN 2.5 MG TABLET,2.14733,181017,EA,N,B,COUMADIN,2.5 MG TABLET
6147862,COUMADIN 3 MG TABLET,2.17415,180718,EA,N,B,COUMADIN,3 MG TABLET
6147934,COUMADIN 4 MG TABLET,2.14784,180620,EA,N,B,COUMADIN,4 MG TABLET
6140882,COUMADIN 5 MG TABLET,2.22056,181017,EA,N,B,COUMADIN,5 MG TABLET
6150371,COUMADIN 6 MG TABLET,2.84111,180101,EA,N,B,COUMADIN,6 MG TABLET
6143912,COUMADIN 7.5 MG TABLET,2.99476,180101,EA,N,B,COUMADIN,7.5 MG TABLET
5756830,COZAAR 100 MG TABLET,4.93753,170719,EA,N,B,COZAAR,100 MG TABLET
3067284,COZAAR 25 MG TABLET,2.36116,150423,EA,N,B,COZAAR,25 MG TABLET
6146675,COZAAR 50 MG TABLET,3.57171,180620,EA,N,B,COZAAR,50 MG TABLET
6134665,"CREON DR 12,000 UNITS CAPSULE",2.82047,180321,EA,N,B,CREON DR,"12,000 UNITS CAPSULE"
6150355,"CREON DR 24,000 UNITS CAPSULE",5.56044,180321,EA,N,B,CREON DR,"24,000 UNITS CAPSULE"
6140243,"CREON DR 3,000 UNITS CAPSULE",1.18999,180718,EA,N,B,CREON DR,"3,000 UNITS CAPSULE"
6144933,"CREON DR 36,000 UNITS CAPSULE",8.48152,180321,EA,N,B,CREON DR,"36,000 UNITS CAPSULE"
6131551,"CREON DR 6,000 UNITS CAPSULE",1.40510,180919,EA,N,B,CREON DR,"6,000 UNITS CAPSULE"
6138116,CRESEMBA 186 MG CAPSULE,83.65733,180103,EA,N,B,CRESEMBA,186 MG CAPSULE
6139764,CRESTOR 10 MG TABLET,8.36198,180221,EA,N,B,CRESTOR,10 MG TABLET
6150393,CRESTOR 20 MG TABLET,8.39425,180822,EA,N,B,CRESTOR,20 MG TABLET
6128491,CRESTOR 40 MG TABLET,8.34654,180822,EA,N,B,CRESTOR,40 MG TABLET
6146092,CRESTOR 5 MG TABLET,8.32475,180822,EA,N,B,CRESTOR,5 MG TABLET
6148528,CRINONE 8% GEL,24.34060,180101,GM,N,B,CRINONE,8% GEL
6060136,CRITIC-AID SKIN PASTE,0.06175,180117,GM,Y,G,CRITIC-AID SKIN PASTE,
3047377,CRIXIVAN 400 MG CAPSULE,2.46184,130523,EA,N,B,CRIXIVAN,400 MG CAPSULE
6144992,CROMOLYN 100 MG/5 ML ORAL CONC,0.42011,181017,ML,N,G,CROMOLYN,100 MG/5 ML ORAL CONC
5434956,CROMOLYN 20 MG/2 ML NEB SOLN,1.55397,171227,ML,N,G,CROMOLYN,20 MG/2 ML NEB SOLN
6141566,CROMOLYN 4% EYE DROPS,0.51003,181017,ML,N,G,CROMOLYN,4% EYE DROPS
2985213,CROMOLYN SODIUM 100 MG/5 ML,0.91204,150617,ML,N,G,CROMOLYN SODIUM,100 MG/5 ML
4643209,CROMOLYN SODIUM NASAL SOLUTION,0.25926,170719,ML,Y,G,CROMOLYN SODIUM NASAL SOLUTION,
6148639,CROMOLYN SODIUM NASAL SPRAY,0.26144,181017,ML,Y,G,CROMOLYN SODIUM NASAL SPRAY,
1665775,CRUEX 1% CREAM,0.10496,141119,GM,Y,G,CRUEX,1% CREAM
6148049,CRYSELLE-28 TABLET,0.39417,181017,EA,N,G,CRYSELLE-28,TABLET
3297272,CUPRIMINE 250 MG CAPSULE,255.84785,150731,EA,N,B,CUPRIMINE,250 MG CAPSULE
6132912,CUVPOSA 1 MG/5 ML SOLUTION,1.00971,180919,ML,N,B,CUVPOSA,1 MG/5 ML SOLUTION
6146585,"CYANOCOBALAMIN 1,000 MCG/ML",3.54975,181017,ML,N,G,CYANOCOBALAMIN,"1,000 MCG/ML"
6150211,"CYANOCOBALAMIN 10,000 MCG/10",0.99178,180919,ML,N,G,CYANOCOBALAMIN,"10,000 MCG/10"
6140095,CYCLAFEM 1-35-28 TABLET,0.40586,181017,EA,N,G,CYCLAFEM,1-35-28 TABLET
6139916,CYCLAFEM 7-7-7-28 TABLET,0.40732,181017,EA,N,G,CYCLAFEM,7-7-7-28 TABLET
6150416,CYCLOBENZAPRINE 10 MG TABLET,0.02196,181017,EA,N,G,CYCLOBENZAPRINE,10 MG TABLET
6150873,CYCLOBENZAPRINE 5 MG TABLET,0.03360,181017,EA,N,G,CYCLOBENZAPRINE,5 MG TABLET
6150935,CYCLOBENZAPRINE 7.5 MG TABLET,2.29340,181017,EA,N,G,CYCLOBENZAPRINE,7.5 MG TABLET
3205061,CYCLOGYL 1% EYE DROPS,7.91200,150701,ML,N,B-ANDA,CYCLOGYL,1% EYE DROPS
6140424,CYCLOPENTOLATE 1% EYE DROP,1.34334,181017,ML,N,G,CYCLOPENTOLATE,1% EYE DROP
6147163,CYCLOPENTOLATE 1% EYE DROPS,4.38096,181017,ML,N,G,CYCLOPENTOLATE,1% EYE DROPS
4802361,CYCLOPENTOLATE HCL 2% DROPS,10.30400,160921,ML,N,G,CYCLOPENTOLATE HCL,2% DROPS
3045647,CYCLOPHOSPHAMIDE 25 MG TAB,1.32316,130919,EA,N,G,CYCLOPHOSPHAMIDE,25 MG TAB
6132350,CYCLOPHOSPHAMIDE 50 MG CAPSULE,9.58214,180613,EA,N,G,CYCLOPHOSPHAMIDE,50 MG CAPSULE
3067239,CYCLOPHOSPHAMIDE 50 MG TABLET,2.79547,140917,EA,N,G,CYCLOPHOSPHAMIDE,50 MG TABLET
292159,CYCLOPHOSPHAMIDE 500 MG VIAL,227.72000,130418,EA,N,G,CYCLOPHOSPHAMIDE,500 MG VIAL
6138775,CYCLOSET 0.8 MG TABLET,3.81851,181017,EA,N,B,CYCLOSET,0.8 MG TABLET
6144237,CYCLOSPORINE 100 MG CAPSULE,9.17225,180822,EA,N,G,CYCLOSPORINE,100 MG CAPSULE
794734,CYCLOSPORINE 100 MG/ML SOLN,2.93120,160224,ML,N,G,CYCLOSPORINE,100 MG/ML SOLN
6147521,CYCLOSPORINE 25 MG CAPSULE,2.22478,180523,EA,N,G,CYCLOSPORINE,25 MG CAPSULE
6142339,CYCLOSPORINE MODIFIED 100 MG,1.89457,181017,EA,N,G,CYCLOSPORINE MODIFIED,100 MG
6131893,CYCLOSPORINE MODIFIED 100 MG/ML,2.60380,180620,ML,N,G,CYCLOSPORINE MODIFIED,100 MG/ML
6147357,CYCLOSPORINE MODIFIED 25 MG,0.50477,181017,EA,N,G,CYCLOSPORINE MODIFIED,25 MG
6149633,CYCLOSPORINE MODIFIED 50 MG,1.19172,180919,EA,N,G,CYCLOSPORINE MODIFIED,50 MG
3518127,CYMBALTA 20 MG CAPSULE,6.34500,150923,EA,N,B,CYMBALTA,20 MG CAPSULE
6138600,CYMBALTA 30 MG CAPSULE,7.61762,180117,EA,N,B,CYMBALTA,30 MG CAPSULE
6134760,CYMBALTA 60 MG CAPSULE,7.63711,180117,EA,N,B,CYMBALTA,60 MG CAPSULE
6150689,CYPROHEPTADINE 2 MG/5 ML SYRUP,0.07492,181017,ML,N,G,CYPROHEPTADINE,2 MG/5 ML SYRUP
6148097,CYPROHEPTADINE 4 MG TABLET,0.24044,181017,EA,N,G,CYPROHEPTADINE,4 MG TABLET
6139615,CYRED 28 DAY TABLET,0.38519,181017,EA,N,G,CYRED,28 DAY TABLET
6148911,CYTOMEL 25 MCG TABLET,2.41727,180101,EA,N,B,CYTOMEL,25 MCG TABLET
6143056,CYTOMEL 5 MCG TABLET,1.83511,181017,EA,N,B,CYTOMEL,5 MCG TABLET
6135216,CYTOMEL 50 MCG TABLET,3.70120,180101,EA,N,B,CYTOMEL,50 MCG TABLET
1571857,CYTRA-2 ORAL SOLUTION,0.01678,141119,ML,N,G,CYTRA-2 ORAL SOLUTION,
192275,CYTRA-3 SYRUP,0.02654,141119,ML,N,G,CYTRA-3 SYRUP,
3029603,CYTRA-K CRYSTALS PACKET,0.51001,131218,EA,N,G,CYTRA-K CRYSTALS PACKET,
1577510,CYTRA-K ORAL SOLUTION,0.06943,141119,ML,N,G,CYTRA-K ORAL SOLUTION,
5074325,D-AMPHETAMINE ER 10 MG CAPSULE,2.28121,171220,EA,N,G,D-AMPHETAMINE ER,10 MG CAPSULE
5074888,D-AMPHETAMINE ER 15 MG CAPSULE,2.86658,171220,EA,N,G,D-AMPHETAMINE ER,15 MG CAPSULE
5075902,D-AMPHETAMINE ER 5 MG CAPSULE,1.77118,171122,EA,N,G,D-AMPHETAMINE ER,5 MG CAPSULE
3059036,DAILY VITAMIN + IRON TABLET,0.01434,130620,EA,Y,G,DAILY VITAMIN + IRON,TABLET
2664185,DAILY VITAMIN FORMULA TABLET,0.01631,150218,EA,Y,G,DAILY VITAMIN FORMULA,TABLET
2608055,"DAIRY RELIEF 3,000 UNIT CAPLET",0.05806,150218,EA,Y,G,DAIRY RELIEF,"3,000 UNIT CAPLET"
6141951,DAKLINZA 60 MG TABLET,732.03750,171101,EA,N,B,DAKLINZA,60 MG TABLET
6138679,DALIRESP 500 MCG TABLET,11.23512,181017,EA,N,B,DALIRESP,500 MCG TABLET
3037318,DALLERGY DROPS,0.60423,140319,ML,Y,B,DALLERGY DROPS,
3019589,DALLERGY SYRUP,0.11669,140521,ML,Y,B,DALLERGY SYRUP,
3066802,DANAZOL 100 MG CAPSULE,1.87430,130919,EA,N,G,DANAZOL,100 MG CAPSULE
6150701,DANAZOL 200 MG CAPSULE,4.89758,180620,EA,N,G,DANAZOL,200 MG CAPSULE
6148684,DANTROLENE SODIUM 100 MG CAP,1.14732,180718,EA,N,G,DANTROLENE SODIUM,100 MG CAP
6142006,DANTROLENE SODIUM 25 MG CAP,0.65943,181017,EA,N,G,DANTROLENE SODIUM,25 MG CAP
6133005,DANTROLENE SODIUM 50 MG CAP,1.04702,181017,EA,N,G,DANTROLENE SODIUM,50 MG CAP
6145057,DAPSONE 100 MG TABLET,1.56204,181017,EA,N,G,DAPSONE,100 MG TABLET
6148937,DAPSONE 25 MG TABLET,1.30305,181017,EA,N,G,DAPSONE,25 MG TABLET
6149507,DAPSONE 5% GEL,5.14453,181017,GM,N,G,DAPSONE,5% GEL
2408766,DARAPRIM 25 MG TABLET,13.03078,150805,EA,N,B,DARAPRIM,25 MG TABLET
6150394,DARIFENACIN ER 15 MG TABLET,4.31384,181017,EA,N,G,DARIFENACIN ER,15 MG TABLET
6150398,DARIFENACIN ER 7.5 MG TABLET,3.19773,181017,EA,N,G,DARIFENACIN ER,7.5 MG TABLET
6142922,DASETTA 1-35-28 TABLET,0.40586,181017,EA,N,G,DASETTA,1-35-28 TABLET
6146145,DASETTA 7/7/7-28 TABLET,0.40732,181017,EA,N,G,DASETTA,7/7/7-28 TABLET
6133465,DAY MULTI-SYMP FLU-SEVERE COLD,0.47786,180321,EA,Y,G,DAY MULTI-SYMP FLU-SEVERE COLD,
6127164,DAY TIME COLD-FLU LIQUID,0.01103,180919,ML,Y,G,DAY TIME COLD-FLU LIQUID,
6023664,DAY TIME COLD-FLU RELIEF LIQ,0.01103,180919,ML,Y,G,DAY TIME COLD-FLU RELIEF LIQ,
6145504,DAY TIME COLD-FLU RLF SOFTGEL,0.10908,180418,EA,Y,G,DAY TIME COLD-FLU RLF SOFTGEL,
6149596,DAY TIME COLD-FLU SOFTGEL,0.10908,180418,EA,Y,G,DAY TIME COLD-FLU SOFTGEL,
2475633,DAY TIME LIQUID CAPSULE,0.15215,150819,EA,Y,G,DAY TIME LIQUID CAPSULE,
1382654,DAY TIME PE COLD-FLU SOFTGEL,0.12069,150520,EA,Y,G,DAY TIME PE COLD-FLU SOFTGEL,
6151067,DAYHIST ALLERGY 1.34 MG TABLET,0.26422,180523,EA,Y,G,DAYHIST ALLERGY,1.34 MG TABLET
6129440,DAYPRO 600 MG CAPLET,7.63702,180101,EA,N,B,DAYPRO,600 MG CAPLET
6146072,DAYSEE 0.15-0.03-0.01 MG TAB,0.69864,181017,EA,N,G,DAYSEE,0.15-0.03-0.01 MG TAB
4184924,DAYTIME COLD & FLU RLF SOFTGEL,0.12788,170322,EA,Y,G,DAYTIME COLD & FLU RLF SOFTGEL,
5984818,DAYTIME COLD-FLU RELIEF SOFTGL,0.10908,180418,EA,Y,G,DAYTIME COLD-FLU RELIEF SOFTGL,
2562920,DAYTIME LIQUID CAPSULE,0.11837,141119,EA,Y,G,DAYTIME LIQUID CAPSULE,
6146317,DAYTRANA 10 MG/9 HR PATCH,10.64033,181017,EA,N,B,DAYTRANA,10 MG/9 HR PATCH
6133041,DAYTRANA 15 MG/9 HR PATCH,10.72252,180919,EA,N,B,DAYTRANA,15 MG/9 HR PATCH
6145247,DAYTRANA 20 MG/9 HOUR PATCH,10.75347,180620,EA,N,B,DAYTRANA,20 MG/9 HOUR PATCH
6148147,DAYTRANA 30 MG/9 HOUR PATCH,10.62400,181017,EA,N,B,DAYTRANA,30 MG/9 HOUR PATCH
2857061,DDAVP 0.01% NASAL SPRAY,75.69600,150826,ML,N,B,DDAVP,0.01% NASAL SPRAY
3014537,DE-CHLOR DM LIQUID,0.02989,130620,ML,Y,G,DE-CHLOR DM LIQUID,
6150098,DEBLITANE 0.35 MG TABLET,0.18919,181017,EA,N,G,DEBLITANE,0.35 MG TABLET
6145322,DECONEX DMX TABLET,0.70521,180822,EA,Y,G,DECONEX DMX,TABLET
6145601,DECONEX IR TABLET,0.60069,180321,EA,Y,G,DECONEX IR,TABLET
2809290,DEEP SEA 0.65% NOSE SPRAY,0.02421,150218,ML,Y,G,DEEP SEA,0.65% NOSE SPRAY
6138037,DELESTROGEN 20 MG/ML VIAL,35.92200,180321,ML,N,B,DELESTROGEN,20 MG/ML VIAL
6137089,DELESTROGEN 40 MG/ML VIAL,59.68657,180919,ML,N,B,DELESTROGEN,40 MG/ML VIAL
6147141,DELSYM 30 MG/5 ML SUSPENSION,0.08771,180919,ML,Y,B,DELSYM,30 MG/5 ML SUSPENSION
2983115,DELSYM COUGH RELIEF PLUS LOZ,0.32438,130822,EA,Y,B,DELSYM COUGH RELIEF PLUS LOZ,
6151104,DELSYM COUGH+CHEST CNGST DM LQ,0.05000,181017,ML,Y,B,DELSYM COUGH+CHEST CNGST DM LQ,
3076927,DELSYM COUGH+COLD DAYTIME LIQ,0.05518,160420,ML,Y,B,DELSYM COUGH+COLD DAYTIME LIQ,
4395995,DELSYM COUGH+COLD NIGHTTIME LQ,0.05320,170517,ML,Y,B,DELSYM COUGH+COLD NIGHTTIME LQ,
